name,postcode,last_processed,changesets
Woomargama,2644,,
Yarara,2644,,
Cullivel,2645,,
Urana,2645,,
Balldale,2646,,
Collendina,2646,,
Coreen,2646,,
Corowa,2646,,
Daysdale,2646,,
Goombargana,2646,,
Hopefield,2646,,
Lowesdale,2646,,
Nyora,2646,,
Oaklands,2646,,
Redlands,2646,,
Rennie,2646,,
Ringwood,2646,,
Sanger,2646,,
Savernake,2646,,
Mulwala,2647,,
Anabranch North,2648,2021-06-05,N/A
Anabranch South,2648,2021-06-05,N/A
Curlwaa,2648,,
Ellerslie,2648,2021-06-05,N/A
Moorara,2648,2021-06-05,N/A
Pan Ban,2648,,
Para,2648,2021-06-05,N/A
Pine Camp,2648,2021-06-05,N/A
Pomona,2648,,
Pooncarie,2648,2021-06-05,N/A
Rufus,2648,2021-02-14,N/A
Scotia,2648,,
Wentworth,2648,,
Laurel Hill,2649,,
Nurenmerenmong,2649,,
Alfredtown,2650,,
Ashmont,2650,,
Belfrayden,2650,,
Big Springs,2650,,
Bomen,2650,,
Book Book,2650,,
Boorooma,2650,,
Borambola,2650,,
Bourkelands,2650,,
Brucedale,2650,,
Bulgary,2650,,
Burrandana,2650,,
Carabost,2650,,
Cartwrights Hill,2650,,
Collingullie,2650,,
Cookardinia,2650,,
Currawarna,2650,,
Dhulura,2650,,
Downside,2650,,
East Wagga Wagga,2650,,
Estella,2650,,
Euberta,2650,,
Eunanoreenya,2650,,
Galore,2650,,
Gelston Park,2650,,
Glenfield Park,2650,,
Gobbagombalin,2650,,
Gregadoo,2650,,
Harefield,2650,,
Hillgrove,2650,,
Kooringal,2650,,
Kyeamba,2650,,
Lake Albert,2650,,
Lloyd,2650,,
Maxwell,2650,,
Moorong,2650,,
Mount Austin,2650,,
North Wagga Wagga,2650,,
Oberne Creek,2650,,
Oura,2650,,
Pulletop,2650,,
Rowan,2650,,
San Isidore,2650,,
Springvale,2650,,
Tatton,2650,,
The Gap,2650,,
Tolland,2650,,
Turvey Park,2650,,
Wagga Wagga,2650,,
Wallacetown,2650,,
Wantabadgery,2650,,
Yarragundry,2650,,
Yathella,2650,,
Forest Hill,2651,,
Boorga,2652,,
Boree Creek,2652,,
Cowabbie,2652,,
Goolgowi,2652,,
Grong Grong,2652,,
Gumly Gumly,2652,,
Humula,2652,,
Ladysmith,2652,,
Landervale,2652,,
Mangoplah,2652,,
Marrar,2652,,
Matong,2652,,
Merriwagga,2652,,
Murrulebale,2652,,
Old Junee,2652,,
Rosewood,2652,,
Tabbita,2652,,
Tarcutta,2652,,
Uranquinty,2652,,
Burra,2653,,
Courabyra,2653,,
Glenroy,2653,,
Mannus,2653,,
Maragle,2653,,
Munderoo,2653,,
Paddys River,2653,,
Taradale,2653,,
Tumbarumba,2653,,
Westdale,2653,,
Willigobung,2653,,
French Park,2655,,
The Rock,2655,,
Tootool,2655,,
Brookdale,2656,,
Brookong,2656,,
Fargunyah,2656,,
Lockhart,2656,,
Milbrulong,2656,,
Osborne,2656,,
Urangeline,2656,,
Urangeline East,2656,,
Henty,2658,,
Munyabla,2658,,
Pleasant Hills,2658,,
Ryan,2658,,
Alma Park,2659,,
Walla Walla,2659,,
Culcairn,2660,,
Morven,2660,,
Kapooka,2661,,
Erin Vale,2663,,
Eurongilly,2663,,
Junee,2663,,
Marinna,2663,,
Wantiool,2663,,
Ardlethan,2665,,
Ariah Park,2665,,
Barellan,2665,,
Beckom,2665,,
Bectric,2665,,
Binya,2665,,
Kamarah,2665,,
Mirrool,2665,,
Moombooldool,2665,,
Quandary,2665,,
Tara,2665,,
Walleroobie,2665,,
Combaning,2666,,
Dirnaseer,2666,,
Gidginbung,2666,,
Grogan,2666,,
Junee Reefs,2666,,
Mimosa,2666,,
Morangarell,2666,,
Narraburra,2666,,
Pucawan,2666,,
Reefton,2666,,
Sebastopol,2666,,
Springdale,2666,,
Temora,2666,,
Trungley Hall,2666,,
Barmedman,2668,,
Erigolia,2669,,
Girral,2669,,
Kikoira,2669,,
Melbergen,2669,,
Naradhan,2669,,
Rankins Springs,2669,,
Tallimba,2669,,
Tullibigeal,2669,,
Ungarie,2669,,
Weethalle,2669,,
Alleena,2671,,
Back Creek,2671,,
Burcher,2671,,
Lake Cowal,2671,,
North Yalgogrin,2671,,
West Wyalong,2671,,
Wyalong,2671,,
Curlew Waters,2672,,
Lake Cargelligo,2672,,
Murrin Bridge,2672,,
Hillston,2675,,
Lake Brewster,2675,,
Monia Gap,2675,,
Roto,2675,,
Wallanthery,2675,,
Charles Sturt University,2678,,
Beelbangera,2680,,
Benerembah,2680,,
Bilbul,2680,,
Griffith,2680,,
Hanwood,2680,,
Kooba,2680,,
Lake Wyangan,2680,,
Nericon,2680,,
Tharbogang,2680,,
Warburn,2680,,
Warrawidgee,2680,,
Widgelli,2680,,
Willbriggie,2680,,
Yoogali,2680,,
Myall Park,2681,,
Yenda,2681,,
Bundure,2700,,
Colinroobie,2700,,
Corobimilla,2700,,
Cudgel,2700,,
Euroley,2700,,
Gillenbah,2700,,
Morundah,2700,,
Narrandera,2700,,
Sandigo,2700,,
Berry Jerry,2701,,
Coolamon,2701,,
Methul,2701,,
Rannock,2701,,
Ganmain,2702,,
Yanco,2703,,
Brobenah,2705,,
Corbie Hill,2705,,
Gogeldrie,2705,,
Leeton,2705,,
Merungle Hill,2705,,
Murrami,2705,,
Stanbridge,2705,,
Whitton,2705,,
Darlington Point,2706,,
Argoon,2707,,
Coleambally,2707,,
Barratta,2710,,
Birganbigil,2710,,
Booroorban,2710,,
Bullatale,2710,,
Caldwell,2710,,
Calimo,2710,,
Conargo,2710,,
Coree,2710,,
Deniliquin,2710,,
Hartwood,2710,,
Lindifferon,2710,,
Mathoura,2710,,
Mayrung,2710,,
Moonbria,2710,,
Morago,2710,,
Pretty Pine,2710,,
Steam Plains,2710,,
Stud Park,2710,,
Wakool,2710,,
Wandook,2710,,
Wanganella,2710,,
Warragoon,2710,,
Willurah,2710,,
Booligal,2711,,
Carrathool,2711,,
Clare,2711,,
Corrong,2711,,
Gunbar,2711,,
Hay,2711,,
Hay South,2711,,
Keri Keri,2711,,
Maude,2711,,
One Tree,2711,,
Oxley,2711,,
Waugorah,2711,,
Yanga,2711,,
Berrigan,2712,,
Boomanoomana,2712,,
Blighty,2713,,
Finley,2713,,
Logie Brae,2713,,
Myrtle Park,2713,,
Aratula,2714,,
Pine Lodge,2714,,
Tocumwal,2714,,
Tuppal,2714,,
Arumpo,2715,,
Balranald,2715,,
Hatfield,2715,,
Kyalite,2715,,
Mungo,2715,,
Four Corners,2716,,
Gala Vale,2716,,
Jerilderie,2716,,
Mabins Well,2716,,
Mairjimmy,2716,,
Coomealla,2717,,
Dareton,2717,,
Argalong,2720,,
Blowering,2720,,
Bogong Peaks Wilderness,2720,,
Bombowlee,2720,,
Bombowlee Creek,2720,,
Buddong,2720,,
Couragago,2720,,
Gadara,2720,,
Gilmore,2720,,
Gocup,2720,,
Goobarragandra,2720,,
Jones Bridge,2720,,
Killimicat,2720,,
Lacmalac,2720,,
Little River,2720,,
Minjary,2720,,
Mundongo,2720,,
Pinbeyan,2720,,
Red Hill,2720,,
Talbingo,2720,,
Tumorrama,2720,,
Tumut,2720,,
Tumut Plains,2720,,
Wereboldera,2720,,
Wermatong,2720,,
Windowie,2720,,
Wyangle,2720,,
Yarrangobilly,2720,,
Bland,2721,,
Quandialla,2721,,
Brungle,2722,,
Brungle Creek,2722,,
Burra Creek,2722,,
Darbalara,2722,,
Gundagai,2722,,
Muttama,2722,,
Nangus,2722,,
Reno,2722,,
South Gundagai,2722,,
Stockinbingal,2725,,
Cooneys Creek,2726,,
Jugiong,2726,,
Adjungbilly,2727,,
Coolac,2727,,
Gobarralong,2727,,
Adelong,2729,,
Bangadang,2729,,
Black Creek,2729,,
Califat,2729,,
Cooleys Creek,2729,,
Darlow,2729,,
Ellerslie,2729,,
Grahamstown,2729,,
Mount Adrah,2729,,
Mount Horeb,2729,,
Mundarlo,2729,,
Sandy Gully,2729,,
Sharps Creek,2729,,
Tumblong,2729,,
Westwood,2729,,
Wondalga,2729,,
Yaven Creek,2729,,
Batlow,2730,,
Green Hills,2730,,
Kunama,2730,,
Lower Bago,2730,,
Bunnaloo,2731,,
Moama,2731,,
Tantonan,2731,,
Thyra,2731,,
Womboota,2731,,
Barham,2732,,
Burraboi,2732,,
Cobramunga,2732,,
Gonn,2732,,
Noorong,2732,,
Thule,2732,,
Tullakool,2732,,
Dhuragoon,2733,,
Moulamein,2733,,
Niemur,2733,,
Cunninyeuk,2734,,
Dilpurra,2734,,
Mallan,2734,,
Mellool,2734,,
Moolpa,2734,,
Murray Downs,2734,,
Stony Crossing,2734,,
Tooranie,2734,,
Wetuppa,2734,,
Koraleigh,2735,,
Speewa,2735,,
Goodnight,2736,,
Tooleybuc,2736,,
Euston,2737,,
Gol Gol,2738,,
Mallee,2738,,
Monak,2738,2021-06-05,N/A
Paringi,2738,2021-06-05,N/A
Trentham Cliffs,2738,,
Boeill Creek,2739,,
Buronga,2739,,
Mourquong,2739,,
Glenmore Park,2745,,
Greendale,2745,,
Luddenham,2745,,
Mulgoa,2745,,
Regentville,2745,,
Wallacia,2745,,
Caddens,2747,,
Cambridge Gardens,2747,,
Cambridge Park,2747,,
Claremont Meadows,2747,,
Jordan Springs,2747,,
Kingswood,2747,,
Llandilo,2747,,
Shanes Park,2747,,
Werrington,2747,2021-11-12,113683769
Werrington County,2747,2021-11-12,113683769
Werrington Downs,2747,2021-11-12,113683769
Orchard Hills,2748,,
Castlereagh,2749,,
Cranebrook,2749,,
Emu Heights,2750,,
Emu Plains,2750,,
Jamisontown,2750,,
Leonay,2750,,
Penrith,2750,,
South Penrith,2750,,
Silverdale,2752,,
Warragamba,2752,,
Agnes Banks,2753,,
Bowen Mountain,2753,,
Grose Vale,2753,,
Grose Wold,2753,,
Hobartville,2753,,
Londonderry,2753,,
Richmond,2753,,
Richmond Lowlands,2753,,
Yarramundi,2753,,
North Richmond,2754,,
Tennyson,2754,,
The Slopes,2754,,
Bligh Park,2756,,
Cattai,2756,,
Central Colo,2756,,
Clarendon,2756,,
Colo,2756,,
Colo Heights,2756,,
Cornwallis,2756,,
Cumberland Reach,2756,,
Ebenezer,2756,,
Freemans Reach,2756,,
Glossodia,2756,,
Lower Portland,2756,,
Maroota,2756,,
McGraths Hill,2756,,
Mellong,2756,,
Mulgrave,2756,,
Pitt Town,2756,,
Pitt Town Bottoms,2756,,
Sackville,2756,,
Sackville North,2756,,
Scheyville,2756,,
South Maroota,2756,,
South Windsor,2756,,
Upper Colo,2756,,
Wilberforce,2756,,
Windsor,2756,,
Windsor Downs,2756,,
Womerah,2756,,
Kurmond,2757,,
Berambing,2758,,
Bilpin,2758,,
Blaxlands Ridge,2758,,
East Kurrajong,2758,,
Kurrajong,2758,,
Kurrajong Heights,2758,,
Kurrajong Hills,2758,,
Mount Tomah,2758,,
Mountain Lagoon,2758,,
The Devils Wilderness,2758,,
Wheeny Creek,2758,,
Erskine Park,2759,,
St Clair,2759,2021-02-14,N/A
Colyton,2760,,
North St Marys,2760,,
Oxley Park,2760,,
Ropes Crossing,2760,,
St Marys,2760,,
Colebee,2761,,
Dean Park,2761,,
Glendenning,2761,,
Hassall Grove,2761,,
Oakhurst,2761,,
Plumpton,2761,,
Schofields,2762,,
Tallawong,2762,,
Acacia Gardens,2763,,
Nirimba Fields,2763,,
Quakers Hill,2763,,
Angus,2765,,
Berkshire Park,2765,,
Box Hill,2765,,
Gables,2765,,
Grantham Farm,2765,,
Maraylya,2765,,
Marsden Park,2765,,
Melonba,2765,,
Nelson,2765,,
Oakville,2765,,
Richards,2765,,
Riverstone,2765,,
Vineyard,2765,,
Eastern Creek,2766,,
Rooty Hill,2766,,
Bungarribee,2767,,
Doonside,2767,,
Woodcroft,2767,,
Glenwood,2768,,
Parklea,2768,,
Stanhope Gardens,2768,,
The Ponds,2769,,
Bidwill,2770,,
Blackett,2770,,
Dharruk,2770,,
Emerton,2770,,
Hebersham,2770,,
Lethbridge Park,2770,,
Minchinbury,2770,,
Mount Druitt,2770,,
Shalvey,2770,,
Tregear,2770,,
Whalan,2770,,
Willmot,2770,,
Glenbrook,2773,,
Lapstone,2773,,
Blaxland,2774,,
Mount Riverview,2774,,
Warrimoo,2774,,
Central Macdonald,2775,,
Fernances,2775,,
Gunderman,2775,,
Higher Macdonald,2775,,
Laughtondale,2775,,
Leets Vale,2775,,
Lower Macdonald,2775,,
Marlow,2775,,
Mogo Creek,2775,,
Perrys Crossing,2775,,
Singletons Mill,2775,,
Spencer,2775,,
St Albans,2775,,
Upper Macdonald,2775,,
Webbs Creek,2775,,
Wisemans Ferry,2775,,
Wrights Creek,2775,,
Faulconbridge,2776,,
Hawkesbury Heights,2777,,
Springwood,2777,,
Sun Valley,2777,,
Valley Heights,2777,,
Winmalee,2777,,
Yellow Rock,2777,,
Linden,2778,,
Woodford,2778,,
Hazelbrook,2779,,
Katoomba,2780,2021-02-14,99239847
Leura,2780,2020-11-12,93954055
Medlow Bath,2780,2021-03-10,100749466
Wentworth Falls,2782,2021-03-10,100750423
Lawson,2783,2021-03-10,100751322
Bullaburra,2784,2021-03-10,100751544
Blackheath,2785,2020-10-26,93033406
Megalong Valley,2785,2021-03-10,N/A
Bell,2786,2021-03-10,N/A
Dargan,2786,2021-03-10,N/A
Mount Irvine,2786,2021-03-10,N/A
Mount Victoria,2786,2021-03-10,100751902
Mount Wilson,2786,2021-03-10,N/A
Black Springs,2787,,
Blue Mountains National Park,2787,,
Chatham Valley,2787,,
Duckmaloi,2787,,
Edith,2787,,
Essington,2787,,
Gingkin,2787,,
Gurnang,2787,,
Hazelgrove,2787,,
Jaunter,2787,,
Kanangra,2787,,
Mayfield,2787,,
Mount Olive,2787,,
Mount Werong,2787,,
Mozart,2787,,
Norway,2787,,
Oberon,2787,,
Porters Retreat,2787,,
Shooters Hill,2787,,
Tarana,2787,,
The Meadows,2787,,
Yerranderie,2787,,
Ben Bullen,2790,,
Blackmans Flat,2790,,
Bowenfels,2790,,
Clarence,2790,,
Cobar Park,2790,,
Corney Town,2790,,
Cullen Bullen,2790,,
Doctors Gap,2790,,
Ganbenang,2790,,
Good Forest,2790,,
Hampton,2790,,
Hartley,2790,,
Hartley Vale,2790,,
Hassans Walls,2790,,
Hermitage Flat,2790,,
Jenolan,2790,,
Kanimbla,2790,,
Lidsdale,2790,,
Lithgow,2790,,
Little Hartley,2790,,
Littleton,2790,,
Lowther,2790,,
Marrangaroo,2790,,
McKellars Park,2790,,
Morts Estate,2790,,
Mount Lambie,2790,,
Newnes,2790,,
Newnes Plateau,2790,,
Oakey Park,2790,,
Pottery Estate,2790,,
Rydal,2790,,
Sheedys Gully,2790,,
Sodwalls,2790,,
South Bowenfels,2790,,
South Littleton,2790,,
State Mine Gully,2790,,
Vale of Clwydd,2790,,
Wolgan Valley,2790,,
Wollangambe,2790,,
Carcoar,2791,,
Errowanbang,2791,,
Burnt Yards,2792,,
Mandurama,2792,,
Darbys Falls,2793,,
Roseberg,2793,,
Woodstock,2793,,
Bumbaldry,2794,,
Cowra,2794,,
Hovells Creek,2794,,
Mount Collins,2794,,
Wattamondara,2794,,
Abercrombie,2795,,
Abercrombie River,2795,,
Arkell,2795,,
Arkstone,2795,,
Bald Ridge,2795,,
Ballyroe,2795,,
Bathampton,2795,,
Bathurst,2795,,
Billywillinga,2795,,
Brewongle,2795,,
Bruinbun,2795,,
Burraga,2795,,
Caloola,2795,,
Charlton,2795,,
Clear Creek,2795,,
Colo,2795,,
Copperhannia,2795,,
Cow Flat,2795,,
Crudine,2795,,
Curragh,2795,,
Dark Corner,2795,,
Dog Rocks,2795,,
Dunkeld,2795,,
Duramana,2795,,
Eglinton,2795,,
Evans Plains,2795,,
Fitzgeralds Valley,2795,,
Forest Grove,2795,,
Fosters Valley,2795,,
Freemantle,2795,,
Gemalla,2795,,
Georges Plains,2795,,
Gilmandyke,2795,,
Glanmire,2795,,
Gormans Hill,2795,,
Gowan,2795,,
Hobbys Yards,2795,,
Isabella,2795,,
Jeremy,2795,,
Judds Creek,2795,,
Kelso,2795,,
Killongbutta,2795,2021-06-05,N/A
Kirkconnell,2795,,
Laffing Waters,2795,,
Limekilns,2795,,
Llanarth,2795,,
Locksley,2795,,
Meadow Flat,2795,,
Milkers Flat,2795,,
Millah Murrah,2795,2021-06-05,N/A
Mitchell,2795,,
Moorilda,2795,,
Mount David,2795,,
Mount Panorama,2795,,
Mount Rankin,2795,,
Napoleon Reef,2795,,
Newbridge,2795,,
O'Connell,2795,,
Orton Park,2795,,
Paling Yards,2795,,
Palmers Oaky,2795,,
Peel,2795,,
Perthville,2795,,
Raglan,2795,,
Robin Hill,2795,,
Rock Forest,2795,,
Rockley,2795,,
Rockley Mount,2795,,
Sofala,2795,2021-06-05,N/A
South Bathurst,2795,,
Stewarts Mount,2795,,
Sunny Corner,2795,,
Tannas Mount,2795,,
The Lagoon,2795,,
The Rocks,2795,,
Triangle Flat,2795,,
Trunkey Creek,2795,,
Turondale,2795,2021-06-05,N/A
Twenty Forests,2795,,
Upper Turon,2795,2021-06-05,N/A
Walang,2795,,
Wambool,2795,,
Wattle Flat,2795,2021-06-05,N/A
Watton,2795,,
West Bathurst,2795,,
White Rock,2795,,
Wiagdon,2795,,
Wimbledon,2795,,
Winburndale,2795,,
Windradyne,2795,,
Wisemans Creek,2795,,
Yarras,2795,,
Yetholme,2795,,
Garland,2797,,
Lyndhurst,2797,,
Forest Reefs,2798,,
Guyong,2798,,
Millthorpe,2798,,
Spring Terrace,2798,,
Tallwood,2798,,
Barry,2799,,
Blayney,2799,,
Browns Creek,2799,,
Fitzgeralds Mount,2799,,
Kings Plains,2799,,
Neville,2799,,
Vittoria,2799,,
Belgravia,2800,,
Boree,2800,,
Borenore,2800,,
Byng,2800,,
Cadia,2800,,
Canobolas,2800,,
Cargo,2800,,
Clergate,2800,2021-06-05,N/A
Clifton Grove,2800,,
Emu Swamp,2800,,
Four Mile Creek,2800,,
Huntley,2800,,
Kangaroobie,2800,,
Kerrs Creek,2800,2021-06-05,N/A
Lewis Ponds,2800,,
Lidster,2800,,
Lower Lewis Ponds,2800,2021-06-05,N/A
Lucknow,2800,,
March,2800,2021-06-05,N/A
Mullion Creek,2800,2021-06-05,N/A
Nashdale,2800,,
Ophir,2800,2021-06-05,N/A
Orange,2800,,
Panuara,2800,,
Shadforth,2800,,
Spring Creek,2800,,
Spring Hill,2800,,
Springside,2800,,
Summer Hill Creek,2800,,
Waldegrave,2800,,
Windera,2800,,
Bendick Murrell,2803,,
Crowther,2803,,
Wirrimah,2803,,
Billimari,2804,,
Canowindra,2804,,
Moorbel,2804,,
Nyrang Creek,2804,,
Gooloogong,2805,,
Eugowra,2806,,
Koorawatha,2807,,
Wyangala,2808,,
Greenethorpe,2809,,
Bimbi,2810,,
Caragabal,2810,,
Glenelg,2810,,
Grenfell,2810,,
Piney Range,2810,,
Pinnacle,2810,,
Pullabooka,2810,,
Warraderry,2810,,
Tonderburine,2817,,
Tooraweenah,2817,,
Benolong,2818,,
Geurie,2818,,
Ponto,2818,,
Terrabella,2818,,
Apsley,2820,,
Arthurville,2820,,
Bakers Swamp,2820,,
Bodangora,2820,,
Comobella,2820,,
Curra Creek,2820,,
Dripstone,2820,,
Farnham,2820,,
Gollan,2820,,
Lake Burrendong,2820,,
Maryvale,2820,,
Montefiores,2820,,
Mookerawa,2820,2021-06-05,N/A
Mount Aquila,2820,2021-06-05,N/A
Mount Arthur,2820,,
Mumbil,2820,,
Neurea,2820,,
Spicers Creek,2820,,
Stuart Town,2820,,
Suntop,2820,,
Walmer,2820,,
Wellington,2820,,
Wuuluman,2820,,
Yarragal,2820,,
Burroway,2821,,
Narromine,2821,,
Balladoran,2822,,
Eumungerie,2822,,
Bundemar,2823,,
Cathundral,2823,,
Dandaloo,2823,,
Gin Gin,2823,,
Trangie,2823,,
Beemunnel,2824,,
Bullagreen,2824,,
Eenaweena,2824,,
Marthaguy,2824,,
Mount Foster,2824,,
Mount Harris,2824,,
Mumblebone Plain,2824,,
Oxley,2824,,
Pigeonbah,2824,,
Pine Clump,2824,,
Ravenswood,2824,,
Red Hill,2824,,
Snakes Plain,2824,,
Tenandra,2824,,
Warren,2824,,
Babinda,2825,,
Buddabadah,2825,,
Canonba,2825,,
Honeybugle,2825,,
Miandetta,2825,,
Mulla,2825,,
Mullengudgery,2825,,
Murrawombie,2825,,
Nyngan,2825,,
Pangee,2825,,
Bogan,2826,,
Nevertire,2826,,
Bearbong,2827,,
Biddon,2827,,
Breelong,2827,,
Collie,2827,,
Curban,2827,,
Gilgandra,2827,,
Merrigal,2827,,
Armatree,2828,,
Black Hollow,2828,,
Bourbah,2828,,
Gulargambone,2828,,
Mount Tenandra,2828,,
Quanda,2828,,
Warrumbungle,2828,,
Billeroy,2829,,
Combara,2829,,
Conimbia,2829,,
Coonamble,2829,,
Gilgooma,2829,,
Gungalman,2829,,
Magometon,2829,,
Nebea,2829,,
Pine Grove,2829,,
Teridgerie,2829,,
Tooloon,2829,,
Urawilkie,2829,,
Wingadee,2829,,
Ballimore,2830,,
Brocklehurst,2830,,
Dubbo,2830,,
Goonoo Forest,2830,,
Kickabil,2830,,
Minore,2830,,
Mogriguy,2830,,
Rawsonville,2830,,
Terramungamine,2830,,
Toongi,2830,,
Wambangalang,2830,,
Byrock,2831,,
Carinda,2831,,
Coolabah,2831,2021-11-16,113805592
Elong Elong,2831,,
Girilambone,2831,,
Hermidale,2831,,
Macquarie Marshes,2831,,
Merrygoen,2831,,
Neilrex,2831,,
Nymagee,2831,,
Quambone,2831,,
The Marra,2831,,
Wongarbon,2831,,
Come By Chance,2832,,
Cryon,2832,,
Cumborah,2832,,
Grawin Opal Fields,2832,,
Walgett,2832,,
Collarenebri,2833,,
Angledool,2834,2021-02-14,N/A
Lightning Ridge,2834,2021-02-14,99238993
Bulla,2835,,
Canbelego,2835,,
Cobar,2835,,
Cubba,2835,,
Gilgunnia,2835,,
Irymple,2835,,
Kerrigundi,2835,,
Kulwin,2835,,
Noona,2835,,
Sandy Creek,2835,,
Tindarey,2835,,
White Cliffs,2836,,
Wilcannia,2836,,
Goodooga,2838,,
Brewarrina,2839,2021-11-16,113806157
Collerina,2839,,
Gongolgon,2839,2021-11-16,113805895
Narran Lake,2839,,
Talawanta,2839,,
Weilmoringle,2839,,
Barringun,2840,2021-06-05,N/A
Bourke,2840,,
Enngonia,2840,2021-06-05,N/A
Fords Bridge,2840,,
Gumbalie,2840,,
Gunderbooka,2840,,
Hungerford,2840,,
Louth,2840,,
North Bourke,2840,,
Tilpa,2840,,
Wanaaring,2840,,
Yantabulla,2840,,
Mendooran,2842,,
Mollyan,2842,,
Yarragrin,2842,,
Coolah,2843,,
Birriwa,2844,,
Cobbora,2844,,
Dunedoo,2844,,
Leadville,2844,,
Wallerawang,2845,,
Capertee,2846,,
Glen Davis,2846,,
Round Swamp,2846,,
Portland,2847,,
Brogans Creek,2848,,
Charbon,2848,,
Clandulla,2848,,
Kandos,2848,,
Bogee,2849,,
Breakfast Creek,2849,,
Budden,2849,2021-06-05,N/A
Bylong,2849,2021-06-05,N/A
Camboon,2849,,
Carwell,2849,,
Coggan,2849,2021-06-05,N/A
Coxs Creek,2849,,
Coxs Crown,2849,,
Dabee,2849,,
Dungeree,2849,,
Dunville Loop,2849,,
Ginghi,2849,,
Glen Alice,2849,,
Growee,2849,,
Kelgoola,2849,,
Lee Creek,2849,2021-06-05,N/A
Mount Marsden,2849,,
Murrumbo,2849,2021-06-05,N/A
Nullo Mountain,2849,,
Olinda,2849,,
Pinnacle Swamp,2849,,
Pyangle,2849,,
Rylstone,2849,,
Upper Bylong,2849,2021-06-05,N/A
Upper Growee,2849,,
Upper Nile,2849,,
Wirraba,2849,,
Aarons Pass,2850,,
Apple Tree Flat,2850,2021-06-05,N/A
Avisford,2850,2021-06-05,N/A
Bara,2850,,
Barigan,2850,,
Bocoble,2850,2021-06-05,N/A
Bombira,2850,,
Botobolar,2850,,
Buckaroo,2850,2021-06-05,N/A
Budgee Budgee,2850,,
Burrundulla,2850,,
Caerleon,2850,2021-06-05,N/A
Canadian Lead,2850,,
Carcalgong,2850,,
Collingwood,2850,,
Cooks Gap,2850,,
Cooyal,2850,2021-06-05,N/A
Cross Roads,2850,,
Cudgegong,2850,,
Cullenbone,2850,,
Cumbo,2850,2021-06-05,N/A
Erudgere,2850,,
Eurunderee,2850,2021-06-05,N/A
Frog Rock,2850,2021-06-05,N/A
Galambine,2850,,
Grattai,2850,2021-06-05,N/A
Green Gully,2850,2021-06-05,N/A
Hargraves,2850,2021-06-05,N/A
Havilah,2850,2021-06-05,N/A
Hayes Gap,2850,,
Hill End,2850,,
Home Rule,2850,,
Ilford,2850,,
Kains Flat,2850,,
Linburn,2850,,
Lue,2850,,
Maitland Bar,2850,2021-06-05,N/A
Menah,2850,,
Meroo,2850,2021-06-05,N/A
Milroy,2850,2021-06-05,N/A
Mogo,2850,,
Monivae,2850,,
Moolarben,2850,2021-06-05,N/A
Mount Frome,2850,2021-06-05,N/A
Mount Knowles,2850,,
Mudgee,2850,,
Mullamuddy,2850,,
Munghorn,2850,2021-06-05,N/A
Piambong,2850,,
Putta Bucca,2850,,
Pyramul,2850,2021-06-05,N/A
Queens Pinch,2850,2021-06-05,N/A
Riverlea,2850,2021-06-05,N/A
Running Stream,2850,,
Sallys Flat,2850,2021-06-05,N/A
Spring Flat,2850,,
St Fillans,2850,,
Stony Creek,2850,2021-06-05,N/A
Tambaroora,2850,,
Tichular,2850,,
Totnes Valley,2850,,
Triamble,2850,2021-06-05,N/A
Turill,2850,,
Twelve Mile,2850,,
Ulan,2850,,
Ullamalla,2850,2021-06-05,N/A
Wilbetree,2850,,
Wilpinjong,2850,,
Windeyer,2850,2021-06-05,N/A
Wollar,2850,2021-06-05,N/A
Worlds End,2850,2021-06-05,N/A
Yarrabin,2850,2021-06-05,N/A
Yarrawonga,2850,,
Barneys Reef,2852,,
Beryl,2852,,
Bungaba,2852,,
Cope,2852,,
Cumbandry,2852,,
Goolma,2852,,
Gulgong,2852,,
Guntawang,2852,,
Mebul,2852,,
Merotherie,2852,,
Stubbo,2852,,
Tallawang,2852,,
Two Mile Flat,2852,,
Bowan Park,2864,,
Cudal,2864,,
Murga,2864,,
Toogong,2864,,
Bocobra,2865,,
Gumble,2865,,
Manildra,2865,,
Amaroo,2866,,
Boomey,2866,,
Cundumbul,2866,,
Euchareena,2866,2021-06-05,N/A
Garra,2866,,
Larras Lee,2866,,
Molong,2866,,
Baldry,2867,,
Cumnock,2867,,
Eurimbla,2867,,
Yullundry,2867,,
Bournewood,2868,,
North Yeoval,2868,,
Obley,2868,,
Yeoval,2868,,
Peak Hill,2869,,
Tomingley,2869,,
Trewilga,2869,,
Alectown,2870,,
Bumberry,2870,,
Cookamidgera,2870,,
Cooks Myalls,2870,,
Daroobalgie,2870,,
Goonumbla,2870,,
Mandagery,2870,,
Parkes,2870,,
Tichborne,2870,,
Bedgerabong,2871,,
Corinella,2871,,
Fairholme,2871,,
Forbes,2871,,
Garema,2871,,
Gunning Gap,2871,,
Jemalong,2871,,
Mulyandry,2871,,
Ooma,2871,,
Paytens Bridge,2871,,
Warroo,2871,,
Wirrinya,2871,,
Albert,2873,,
Five Ways,2873,,
Miamley,2873,,
Tottenham,2873,,
Tullamore,2874,,
Bruie Plains,2875,,
Fifield,2875,,
Ootha,2875,,
Trundle,2875,,
Yarrabandai,2875,,
Bogan Gate,2876,,
Gunningbland,2876,,
Nelungaloo,2876,,
Bobadah,2877,,
Boona Mount,2877,,
Condobolin,2877,,
Derriwong,2877,,
Eremerang,2877,,
Euabalong,2877,,
Euabalong West,2877,,
